file,label,score
/Users/muradbozik/_datasets/Faces/seed0058.png,"(25, 32)",1.0
/Users/muradbozik/_datasets/Faces/seed0059.png,"(60, 100)",0.42
/Users/muradbozik/_datasets/Faces/seed0060.png,"(25, 32)",0.99
/Users/muradbozik/_datasets/Faces/seed0061.png,"(38, 43)",0.7
/Users/muradbozik/_datasets/Faces/seed0062.png,"(25, 32)",1.0
/Users/muradbozik/_datasets/Faces/seed0063.png,"(4, 6)",0.79
/Users/muradbozik/_datasets/Faces/seed0064.png,"(15, 20)",0.66
/Users/muradbozik/_datasets/Faces/seed0065.png,"(38, 43)",0.93
/Users/muradbozik/_datasets/Faces/seed0067.png,"(25, 32)",0.82
/Users/muradbozik/_datasets/Faces/seed0068.png,"(4, 6)",0.99
/Users/muradbozik/_datasets/Faces/seed0069.png,"(4, 6)",0.55
/Users/muradbozik/_datasets/Faces/seed0070.png,"(25, 32)",0.81
/Users/muradbozik/_datasets/Faces/seed0071.png,"(15, 20)",0.8
/Users/muradbozik/_datasets/Faces/seed0072.png,"(38, 43)",0.55
/Users/muradbozik/_datasets/Faces/seed0073.png,"(15, 20)",0.45
/Users/muradbozik/_datasets/Faces/seed0074.png,"(15, 20)",0.51
/Users/muradbozik/_datasets/Faces/seed0075.png,"(15, 20)",0.43
/Users/muradbozik/_datasets/Faces/seed0076.png,"(4, 6)",0.49
/Users/muradbozik/_datasets/Faces/seed0077.png,"(25, 32)",0.77
/Users/muradbozik/_datasets/Faces/seed0078.png,"(25, 32)",1.0
/Users/muradbozik/_datasets/Faces/seed0079.png,"(25, 32)",0.78
/Users/muradbozik/_datasets/Faces/seed0080.png,"(25, 32)",0.97
/Users/muradbozik/_datasets/Faces/seed0081.png,"(38, 43)",0.64
/Users/muradbozik/_datasets/Faces/seed0082.png,"(38, 43)",0.77
/Users/muradbozik/_datasets/Faces/seed0083.png,"(8, 12)",0.57
/Users/muradbozik/_datasets/Faces/seed0084.png,"(38, 43)",0.99
/Users/muradbozik/_datasets/Faces/seed0085.png,"(25, 32)",0.79
/Users/muradbozik/_datasets/Faces/seed0087.png,"(60, 100)",0.86
/Users/muradbozik/_datasets/Faces/seed0088.png,"(25, 32)",1.0
/Users/muradbozik/_datasets/Faces/seed0089.png,"(25, 32)",0.93
/Users/muradbozik/_datasets/Faces/seed0090.png,"(38, 43)",0.88
/Users/muradbozik/_datasets/Faces/seed0091.png,"(8, 12)",0.38
/Users/muradbozik/_datasets/Faces/seed0092.png,"(25, 32)",0.92
/Users/muradbozik/_datasets/Faces/seed0093.png,"(4, 6)",0.92
/Users/muradbozik/_datasets/Faces/seed0094.png,"(25, 32)",0.84
/Users/muradbozik/_datasets/Faces/seed0095.png,"(25, 32)",1.0
/Users/muradbozik/_datasets/Faces/seed0096.png,"(60, 100)",0.91
/Users/muradbozik/_datasets/Faces/seed0097.png,"(25, 32)",0.66
/Users/muradbozik/_datasets/Faces/seed0098.png,"(48, 53)",0.79
/Users/muradbozik/_datasets/Faces/seed0099.png,"(25, 32)",0.93
/Users/muradbozik/_datasets/Faces/seed0100.png,"(25, 32)",0.78
/Users/muradbozik/_datasets/Faces/seed0102.png,"(38, 43)",0.86
/Users/muradbozik/_datasets/Faces/seed0103.png,"(38, 43)",0.6
/Users/muradbozik/_datasets/Faces/seed0104.png,"(38, 43)",0.79
/Users/muradbozik/_datasets/Faces/seed0105.png,"(38, 43)",0.84
/Users/muradbozik/_datasets/Faces/seed0106.png,"(25, 32)",0.93
/Users/muradbozik/_datasets/Faces/seed0107.png,"(25, 32)",0.79
/Users/muradbozik/_datasets/Faces/seed0108.png,"(25, 32)",0.57
/Users/muradbozik/_datasets/Faces/seed0109.png,"(15, 20)",0.51
/Users/muradbozik/_datasets/Faces/seed0110.png,"(0, 2)",1.0
/Users/muradbozik/_datasets/Faces/seed0111.png,"(25, 32)",0.87
/Users/muradbozik/_datasets/Faces/seed0112.png,"(8, 12)",0.32
/Users/muradbozik/_datasets/Faces/seed0113.png,"(60, 100)",0.98
/Users/muradbozik/_datasets/Faces/seed0114.png,"(25, 32)",0.49
/Users/muradbozik/_datasets/Faces/seed0115.png,"(0, 2)",0.53
/Users/muradbozik/_datasets/Faces/seed0116.png,"(8, 12)",0.42
/Users/muradbozik/_datasets/Faces/seed0117.png,"(38, 43)",0.92
/Users/muradbozik/_datasets/Faces/seed0118.png,"(25, 32)",0.74
/Users/muradbozik/_datasets/Faces/seed0119.png,"(38, 43)",0.48
/Users/muradbozik/_datasets/Faces/seed0120.png,"(38, 43)",0.72
/Users/muradbozik/_datasets/Faces/seed0121.png,"(25, 32)",0.96
/Users/muradbozik/_datasets/Faces/seed0122.png,"(25, 32)",0.93
/Users/muradbozik/_datasets/Faces/seed0123.png,"(0, 2)",0.54
/Users/muradbozik/_datasets/Faces/seed0125.png,"(38, 43)",0.76
/Users/muradbozik/_datasets/Faces/seed0126.png,"(25, 32)",0.71
/Users/muradbozik/_datasets/Faces/seed0127.png,"(25, 32)",0.97
/Users/muradbozik/_datasets/Faces/seed0128.png,"(48, 53)",0.28
/Users/muradbozik/_datasets/Faces/seed0129.png,"(60, 100)",0.65
/Users/muradbozik/_datasets/Faces/seed0130.png,"(25, 32)",0.93
/Users/muradbozik/_datasets/Faces/seed0131.png,"(25, 32)",0.91
/Users/muradbozik/_datasets/Faces/seed0132.png,"(25, 32)",0.61
/Users/muradbozik/_datasets/Faces/seed0133.png,"(0, 2)",1.0
/Users/muradbozik/_datasets/Faces/seed0134.png,"(38, 43)",0.64
/Users/muradbozik/_datasets/Faces/seed0135.png,"(60, 100)",0.6
/Users/muradbozik/_datasets/Faces/seed0136.png,"(25, 32)",0.88
/Users/muradbozik/_datasets/Faces/seed0137.png,"(25, 32)",0.51
/Users/muradbozik/_datasets/Faces/seed0138.png,"(25, 32)",1.0
/Users/muradbozik/_datasets/Faces/seed0139.png,"(38, 43)",0.88
/Users/muradbozik/_datasets/Faces/seed0140.png,"(48, 53)",0.52
/Users/muradbozik/_datasets/Faces/seed0141.png,"(25, 32)",0.69
/Users/muradbozik/_datasets/Faces/seed0142.png,"(48, 53)",0.44
/Users/muradbozik/_datasets/Faces/seed0143.png,"(38, 43)",0.79
/Users/muradbozik/_datasets/Faces/seed0144.png,"(15, 20)",0.49
/Users/muradbozik/_datasets/Faces/seed0145.png,"(48, 53)",0.9
/Users/muradbozik/_datasets/Faces/seed0146.png,"(25, 32)",0.67
/Users/muradbozik/_datasets/Faces/seed0147.png,"(25, 32)",0.68
/Users/muradbozik/_datasets/Faces/seed0148.png,"(15, 20)",0.96
/Users/muradbozik/_datasets/Faces/seed0149.png,"(15, 20)",0.68
/Users/muradbozik/_datasets/Faces/seed0150.png,"(38, 43)",0.83
/Users/muradbozik/_datasets/Faces/seed0151.png,"(25, 32)",0.84
/Users/muradbozik/_datasets/Faces/seed0152.png,"(25, 32)",0.97
/Users/muradbozik/_datasets/Faces/seed0153.png,"(25, 32)",0.97
/Users/muradbozik/_datasets/Faces/seed0154.png,"(48, 53)",0.6
/Users/muradbozik/_datasets/Faces/seed0155.png,"(38, 43)",0.54
/Users/muradbozik/_datasets/Faces/seed0156.png,"(25, 32)",1.0
/Users/muradbozik/_datasets/Faces/seed0157.png,"(15, 20)",0.81
/Users/muradbozik/_datasets/Faces/seed0158.png,"(25, 32)",0.72
/Users/muradbozik/_datasets/Faces/seed0159.png,"(25, 32)",0.61
/Users/muradbozik/_datasets/Faces/seed0160.png,"(15, 20)",0.84
/Users/muradbozik/_datasets/Faces/seed0161.png,"(25, 32)",0.59
/Users/muradbozik/_datasets/Faces/seed0162.png,"(38, 43)",0.59
/Users/muradbozik/_datasets/Faces/seed0163.png,"(25, 32)",1.0
/Users/muradbozik/_datasets/Faces/seed0164.png,"(4, 6)",0.71
/Users/muradbozik/_datasets/Faces/seed0165.png,"(38, 43)",0.46
/Users/muradbozik/_datasets/Faces/seed0166.png,"(25, 32)",0.99
/Users/muradbozik/_datasets/Faces/seed0167.png,"(25, 32)",0.98
/Users/muradbozik/_datasets/Faces/seed0168.png,"(4, 6)",0.57
/Users/muradbozik/_datasets/Faces/seed0169.png,"(25, 32)",0.91
/Users/muradbozik/_datasets/Faces/seed0170.png,"(38, 43)",0.74
/Users/muradbozik/_datasets/Faces/seed0171.png,"(25, 32)",0.59
/Users/muradbozik/_datasets/Faces/seed0172.png,"(25, 32)",0.78
/Users/muradbozik/_datasets/Faces/seed0173.png,"(25, 32)",0.98
/Users/muradbozik/_datasets/Faces/seed0174.png,"(25, 32)",0.5
/Users/muradbozik/_datasets/Faces/seed0175.png,"(4, 6)",0.75
/Users/muradbozik/_datasets/Faces/seed0176.png,"(25, 32)",0.99
/Users/muradbozik/_datasets/Faces/seed0177.png,"(25, 32)",0.99
/Users/muradbozik/_datasets/Faces/seed0179.png,"(8, 12)",0.99
/Users/muradbozik/_datasets/Faces/seed0180.png,"(25, 32)",0.56
/Users/muradbozik/_datasets/Faces/seed0181.png,"(25, 32)",0.52
/Users/muradbozik/_datasets/Faces/seed0182.png,"(60, 100)",0.83
/Users/muradbozik/_datasets/Faces/seed0183.png,"(25, 32)",0.93
/Users/muradbozik/_datasets/Faces/seed0184.png,"(4, 6)",0.81
/Users/muradbozik/_datasets/Faces/seed0185.png,"(25, 32)",0.38
/Users/muradbozik/_datasets/Faces/seed0186.png,"(8, 12)",0.78
/Users/muradbozik/_datasets/Faces/seed0187.png,"(25, 32)",0.93
/Users/muradbozik/_datasets/Faces/seed0189.png,"(25, 32)",0.55
/Users/muradbozik/_datasets/Faces/seed0190.png,"(15, 20)",0.67
/Users/muradbozik/_datasets/Faces/seed0192.png,"(25, 32)",0.58
/Users/muradbozik/_datasets/Faces/seed0193.png,"(15, 20)",0.58
/Users/muradbozik/_datasets/Faces/seed0194.png,"(25, 32)",0.9
/Users/muradbozik/_datasets/Faces/seed0195.png,"(25, 32)",0.88
/Users/muradbozik/_datasets/Faces/seed0196.png,"(38, 43)",0.65
/Users/muradbozik/_datasets/Faces/seed0197.png,"(25, 32)",0.45
/Users/muradbozik/_datasets/Faces/seed0198.png,"(25, 32)",0.9
/Users/muradbozik/_datasets/Faces/seed0199.png,"(25, 32)",0.69
/Users/muradbozik/_datasets/Faces/seed0200.png,"(25, 32)",0.83
/Users/muradbozik/_datasets/Faces/seed0201.png,"(25, 32)",0.86
/Users/muradbozik/_datasets/Faces/seed0202.png,"(25, 32)",0.74
/Users/muradbozik/_datasets/Faces/seed0203.png,"(25, 32)",0.93
/Users/muradbozik/_datasets/Faces/seed0204.png,"(25, 32)",0.75
/Users/muradbozik/_datasets/Faces/seed0205.png,"(38, 43)",0.52
/Users/muradbozik/_datasets/Faces/seed0206.png,"(25, 32)",0.82
/Users/muradbozik/_datasets/Faces/seed0207.png,"(25, 32)",1.0
/Users/muradbozik/_datasets/Faces/seed0208.png,"(38, 43)",0.52
/Users/muradbozik/_datasets/Faces/seed0209.png,"(8, 12)",0.47
/Users/muradbozik/_datasets/Faces/seed0210.png,"(25, 32)",0.91
/Users/muradbozik/_datasets/Faces/seed0212.png,"(60, 100)",0.68
/Users/muradbozik/_datasets/Faces/seed0213.png,"(25, 32)",0.85
/Users/muradbozik/_datasets/Faces/seed0214.png,"(38, 43)",0.99
/Users/muradbozik/_datasets/Faces/seed0215.png,"(4, 6)",0.54
/Users/muradbozik/_datasets/Faces/seed0217.png,"(25, 32)",0.87
/Users/muradbozik/_datasets/Faces/seed0218.png,"(25, 32)",0.99
/Users/muradbozik/_datasets/Faces/seed0219.png,"(25, 32)",1.0
/Users/muradbozik/_datasets/Faces/seed0220.png,"(25, 32)",0.9
/Users/muradbozik/_datasets/Faces/seed0222.png,"(25, 32)",0.77
/Users/muradbozik/_datasets/Faces/seed0223.png,"(48, 53)",0.82
/Users/muradbozik/_datasets/Faces/seed0224.png,"(8, 12)",0.52
/Users/muradbozik/_datasets/Faces/seed0225.png,"(60, 100)",0.53
/Users/muradbozik/_datasets/Faces/seed0226.png,"(48, 53)",0.62
/Users/muradbozik/_datasets/Faces/seed0227.png,"(38, 43)",0.59
/Users/muradbozik/_datasets/Faces/seed0228.png,"(25, 32)",0.76
/Users/muradbozik/_datasets/Faces/seed0229.png,"(15, 20)",0.46
/Users/muradbozik/_datasets/Faces/seed0230.png,"(25, 32)",0.94
/Users/muradbozik/_datasets/Faces/seed0231.png,"(60, 100)",0.37
/Users/muradbozik/_datasets/Faces/seed0232.png,"(48, 53)",0.67
/Users/muradbozik/_datasets/Faces/seed0233.png,"(48, 53)",0.54
/Users/muradbozik/_datasets/Faces/seed0234.png,"(4, 6)",0.52
/Users/muradbozik/_datasets/Faces/seed0235.png,"(60, 100)",0.82
/Users/muradbozik/_datasets/Faces/seed0236.png,"(25, 32)",1.0
/Users/muradbozik/_datasets/Faces/seed0237.png,"(60, 100)",0.94
/Users/muradbozik/_datasets/Faces/seed0238.png,"(25, 32)",0.62
/Users/muradbozik/_datasets/Faces/seed0239.png,"(25, 32)",0.52
/Users/muradbozik/_datasets/Faces/seed0240.png,"(15, 20)",0.63
/Users/muradbozik/_datasets/Faces/seed0241.png,"(8, 12)",0.57
/Users/muradbozik/_datasets/Faces/seed0242.png,"(38, 43)",0.85
/Users/muradbozik/_datasets/Faces/seed0243.png,"(25, 32)",1.0
/Users/muradbozik/_datasets/Faces/seed0244.png,"(4, 6)",0.61
/Users/muradbozik/_datasets/Faces/seed0245.png,"(25, 32)",0.69
/Users/muradbozik/_datasets/Faces/seed0246.png,"(25, 32)",1.0
/Users/muradbozik/_datasets/Faces/seed0247.png,"(48, 53)",0.58
/Users/muradbozik/_datasets/Faces/seed0248.png,"(15, 20)",0.79
/Users/muradbozik/_datasets/Faces/seed0249.png,"(48, 53)",0.71
/Users/muradbozik/_datasets/Faces/seed0250.png,"(8, 12)",0.85
/Users/muradbozik/_datasets/Faces/seed0251.png,"(25, 32)",0.44
/Users/muradbozik/_datasets/Faces/seed0252.png,"(48, 53)",0.38
/Users/muradbozik/_datasets/Faces/seed0253.png,"(4, 6)",0.93
/Users/muradbozik/_datasets/Faces/seed0254.png,"(38, 43)",0.8
/Users/muradbozik/_datasets/Faces/seed0255.png,"(15, 20)",0.75
/Users/muradbozik/_datasets/Faces/seed0256.png,"(25, 32)",0.76
/Users/muradbozik/_datasets/Faces/seed0257.png,"(38, 43)",0.63
/Users/muradbozik/_datasets/Faces/seed0258.png,"(4, 6)",1.0
/Users/muradbozik/_datasets/Faces/seed0259.png,"(25, 32)",1.0
/Users/muradbozik/_datasets/Faces/seed0260.png,"(4, 6)",0.6
/Users/muradbozik/_datasets/Faces/seed0261.png,"(15, 20)",0.68
/Users/muradbozik/_datasets/Faces/seed0262.png,"(25, 32)",0.79
/Users/muradbozik/_datasets/Faces/seed0263.png,"(25, 32)",0.99
/Users/muradbozik/_datasets/Faces/seed0264.png,"(25, 32)",0.85
/Users/muradbozik/_datasets/Faces/seed0265.png,"(25, 32)",0.49
/Users/muradbozik/_datasets/Faces/seed0266.png,"(25, 32)",1.0
/Users/muradbozik/_datasets/Faces/seed0267.png,"(38, 43)",0.67
/Users/muradbozik/_datasets/Faces/seed0268.png,"(4, 6)",0.76
/Users/muradbozik/_datasets/Faces/seed0269.png,"(15, 20)",0.74
/Users/muradbozik/_datasets/Faces/seed0270.png,"(15, 20)",0.34
/Users/muradbozik/_datasets/Faces/seed0271.png,"(25, 32)",0.99
/Users/muradbozik/_datasets/Faces/seed0272.png,"(25, 32)",0.62
/Users/muradbozik/_datasets/Faces/seed0273.png,"(25, 32)",0.82
/Users/muradbozik/_datasets/Faces/seed0274.png,"(25, 32)",0.95
/Users/muradbozik/_datasets/Faces/seed0275.png,"(25, 32)",0.79
/Users/muradbozik/_datasets/Faces/seed0276.png,"(15, 20)",0.46
/Users/muradbozik/_datasets/Faces/seed0277.png,"(15, 20)",0.76
/Users/muradbozik/_datasets/Faces/seed0278.png,"(48, 53)",0.97
/Users/muradbozik/_datasets/Faces/seed0279.png,"(38, 43)",0.42
/Users/muradbozik/_datasets/Faces/seed0280.png,"(15, 20)",0.85
/Users/muradbozik/_datasets/Faces/seed0281.png,"(25, 32)",1.0
/Users/muradbozik/_datasets/Faces/seed0282.png,"(25, 32)",0.87
/Users/muradbozik/_datasets/Faces/seed0283.png,"(25, 32)",0.79
/Users/muradbozik/_datasets/Faces/seed0284.png,"(0, 2)",0.94
/Users/muradbozik/_datasets/Faces/seed0286.png,"(25, 32)",0.67
/Users/muradbozik/_datasets/Faces/seed0287.png,"(25, 32)",0.65
/Users/muradbozik/_datasets/Faces/seed0288.png,"(8, 12)",0.86
/Users/muradbozik/_datasets/Faces/seed0289.png,"(25, 32)",0.99
/Users/muradbozik/_datasets/Faces/seed0290.png,"(25, 32)",0.52
/Users/muradbozik/_datasets/Faces/seed0291.png,"(25, 32)",0.88
/Users/muradbozik/_datasets/Faces/seed0292.png,"(38, 43)",0.71
/Users/muradbozik/_datasets/Faces/seed0293.png,"(4, 6)",0.45
/Users/muradbozik/_datasets/Faces/seed0294.png,"(15, 20)",0.79
/Users/muradbozik/_datasets/Faces/seed0295.png,"(48, 53)",0.59
/Users/muradbozik/_datasets/Faces/seed0296.png,"(38, 43)",0.65
/Users/muradbozik/_datasets/Faces/seed0297.png,"(15, 20)",0.77
/Users/muradbozik/_datasets/Faces/seed0298.png,"(4, 6)",0.94
/Users/muradbozik/_datasets/Faces/seed0299.png,"(25, 32)",0.43
/Users/muradbozik/_datasets/Faces/seed0300.png,"(4, 6)",0.68
/Users/muradbozik/_datasets/Faces/seed0301.png,"(25, 32)",0.96
/Users/muradbozik/_datasets/Faces/seed0302.png,"(15, 20)",1.0
/Users/muradbozik/_datasets/Faces/seed0303.png,"(15, 20)",0.4
/Users/muradbozik/_datasets/Faces/seed0304.png,"(8, 12)",0.67
/Users/muradbozik/_datasets/Faces/seed0305.png,"(25, 32)",0.9
/Users/muradbozik/_datasets/Faces/seed0306.png,"(60, 100)",0.75
/Users/muradbozik/_datasets/Faces/seed0307.png,"(0, 2)",1.0
/Users/muradbozik/_datasets/Faces/seed0308.png,"(15, 20)",0.72
/Users/muradbozik/_datasets/Faces/seed0309.png,"(25, 32)",0.58
/Users/muradbozik/_datasets/Faces/seed0310.png,"(48, 53)",0.3
/Users/muradbozik/_datasets/Faces/seed0311.png,"(25, 32)",1.0
/Users/muradbozik/_datasets/Faces/seed0312.png,"(25, 32)",0.77
/Users/muradbozik/_datasets/Faces/seed0313.png,"(4, 6)",0.66
/Users/muradbozik/_datasets/Faces/seed0314.png,"(8, 12)",0.45
/Users/muradbozik/_datasets/Faces/seed0315.png,"(48, 53)",0.89
/Users/muradbozik/_datasets/Faces/seed0316.png,"(38, 43)",0.72
/Users/muradbozik/_datasets/Faces/seed0318.png,"(15, 20)",0.61
/Users/muradbozik/_datasets/Faces/seed0319.png,"(15, 20)",0.83
/Users/muradbozik/_datasets/Faces/seed0320.png,"(25, 32)",0.25
/Users/muradbozik/_datasets/Faces/seed0321.png,"(25, 32)",0.92
/Users/muradbozik/_datasets/Faces/seed0322.png,"(8, 12)",0.99
/Users/muradbozik/_datasets/Faces/seed0323.png,"(25, 32)",0.98
/Users/muradbozik/_datasets/Faces/seed0324.png,"(38, 43)",0.46
/Users/muradbozik/_datasets/Faces/seed0325.png,"(25, 32)",0.97
/Users/muradbozik/_datasets/Faces/seed0326.png,"(4, 6)",0.74
/Users/muradbozik/_datasets/Faces/seed0327.png,"(15, 20)",0.7
/Users/muradbozik/_datasets/Faces/seed0328.png,"(15, 20)",0.34
/Users/muradbozik/_datasets/Faces/seed0329.png,"(25, 32)",0.97
/Users/muradbozik/_datasets/Faces/seed0330.png,"(15, 20)",0.8
/Users/muradbozik/_datasets/Faces/seed0331.png,"(15, 20)",0.61
/Users/muradbozik/_datasets/Faces/seed0332.png,"(15, 20)",0.57
/Users/muradbozik/_datasets/Faces/seed0333.png,"(60, 100)",0.98
/Users/muradbozik/_datasets/Faces/seed0334.png,"(25, 32)",1.0
/Users/muradbozik/_datasets/Faces/seed0335.png,"(25, 32)",0.94
/Users/muradbozik/_datasets/Faces/seed0336.png,"(15, 20)",0.78
/Users/muradbozik/_datasets/Faces/seed0337.png,"(15, 20)",0.46
/Users/muradbozik/_datasets/Faces/seed0338.png,"(25, 32)",0.99
/Users/muradbozik/_datasets/Faces/seed0339.png,"(8, 12)",0.33
/Users/muradbozik/_datasets/Faces/seed0340.png,"(25, 32)",1.0
/Users/muradbozik/_datasets/Faces/seed0341.png,"(25, 32)",0.99
/Users/muradbozik/_datasets/Faces/seed0342.png,"(25, 32)",0.67
/Users/muradbozik/_datasets/Faces/seed0343.png,"(25, 32)",0.96
/Users/muradbozik/_datasets/Faces/seed0344.png,"(25, 32)",0.89
/Users/muradbozik/_datasets/Faces/seed0345.png,"(25, 32)",0.62
/Users/muradbozik/_datasets/Faces/seed0347.png,"(38, 43)",0.71
/Users/muradbozik/_datasets/Faces/seed0348.png,"(25, 32)",0.57
/Users/muradbozik/_datasets/Faces/seed0349.png,"(4, 6)",0.5
/Users/muradbozik/_datasets/Faces/seed0350.png,"(25, 32)",0.44
/Users/muradbozik/_datasets/Faces/seed0351.png,"(25, 32)",0.71
/Users/muradbozik/_datasets/Faces/seed0352.png,"(0, 2)",0.43
/Users/muradbozik/_datasets/Faces/seed0353.png,"(15, 20)",0.73
/Users/muradbozik/_datasets/Faces/seed0354.png,"(0, 2)",0.85
/Users/muradbozik/_datasets/Faces/seed0355.png,"(38, 43)",0.77
/Users/muradbozik/_datasets/Faces/seed0356.png,"(25, 32)",0.79
/Users/muradbozik/_datasets/Faces/seed0357.png,"(4, 6)",0.61
/Users/muradbozik/_datasets/Faces/seed0358.png,"(25, 32)",0.98
/Users/muradbozik/_datasets/Faces/seed0359.png,"(25, 32)",0.96
/Users/muradbozik/_datasets/Faces/seed0361.png,"(4, 6)",0.99
/Users/muradbozik/_datasets/Faces/seed0362.png,"(15, 20)",0.48
/Users/muradbozik/_datasets/Faces/seed0363.png,"(4, 6)",0.66
/Users/muradbozik/_datasets/Faces/seed0364.png,"(15, 20)",0.9
/Users/muradbozik/_datasets/Faces/seed0365.png,"(15, 20)",0.74
/Users/muradbozik/_datasets/Faces/seed0366.png,"(0, 2)",0.54
/Users/muradbozik/_datasets/Faces/seed0367.png,"(48, 53)",0.76
/Users/muradbozik/_datasets/Faces/seed0368.png,"(60, 100)",0.58
/Users/muradbozik/_datasets/Faces/seed0369.png,"(25, 32)",0.55
/Users/muradbozik/_datasets/Faces/seed0370.png,"(38, 43)",0.97
/Users/muradbozik/_datasets/Faces/seed0372.png,"(4, 6)",0.62
/Users/muradbozik/_datasets/Faces/seed0373.png,"(25, 32)",0.95
/Users/muradbozik/_datasets/Faces/seed0374.png,"(25, 32)",0.88
/Users/muradbozik/_datasets/Faces/seed0375.png,"(8, 12)",0.93
/Users/muradbozik/_datasets/Faces/seed0376.png,"(4, 6)",0.72
/Users/muradbozik/_datasets/Faces/seed0377.png,"(4, 6)",0.57
/Users/muradbozik/_datasets/Faces/seed0378.png,"(8, 12)",0.95
/Users/muradbozik/_datasets/Faces/seed0379.png,"(25, 32)",0.58
/Users/muradbozik/_datasets/Faces/seed0380.png,"(4, 6)",0.74
/Users/muradbozik/_datasets/Faces/seed0381.png,"(38, 43)",0.73
/Users/muradbozik/_datasets/Faces/seed0383.png,"(25, 32)",0.96
/Users/muradbozik/_datasets/Faces/seed0384.png,"(38, 43)",1.0
/Users/muradbozik/_datasets/Faces/seed0385.png,"(48, 53)",0.84
/Users/muradbozik/_datasets/Faces/seed0386.png,"(25, 32)",1.0
